TOP,MIDDLE,JUNGLE,BOTTOM,UTILITY,OUTCOME,experience,goldspent,baron,champion_kills,dragon,inhibitor,riftHerald,tower,teamId
DrMundo,Cassiopeia,Kindred,Twitch,Tryndamere,Lose,80157,91057,0,43,0,0,0,2,100
Fiora,Ahri,LeeSin,Seraphine,Senna,Win,81419,12770,0,32,4,2,0,10,100
Tryndamere,KSante,Nidalee,Samira,Blitzcrank,Lose,79377,88837,2,26,1,0,2,6,200
Renekton,Cassiopeia,Kindred,Zilean,Soraka,Win,43377,7950,0,20,2,0,2,3,100
Tryndamere,Yasuo,Kayn,Aphelios,Heimerdinger,Lose,36643,43118,0,11,0,0,0,1,200
Renekton,Cassiopeia,Kindred,Zilean,LeeSin,Win,68961,68247,0,46,0,1,0,4,200
Tryndamere,Yasuo,Kayn,Aphelios,Akali,Lose,57247,65347,0,30,0,0,0,0,100
Teemo,Talon,Nidalee,Xayah,Zac,Win,69333,8975,0,41,3,1,1,8,100
Gragas,Yone,Evelynn,Ezreal,Rakan,Lose,69443,78493,1,36,0,0,0,4,200
Illaoi,Pantheon,LeeSin,Velkoz,Nautilus,Win,33603,32418,0,19,0,0,1,1,200
KSante,Fizz,Zac,Aphelios,Taric,Lose,28593,31468,0,6,1,0,0,0,100
Illaoi,Pantheon,LeeSin,Velkoz,Yone,Win,110157,112656,0,59,0,1,0,4,200
KSante,Fizz,Zac,Aphelios,Annie,Lose,97156,111056,0,54,0,2,0,3,100
Singed,Katarina,LeeSin,Aphelios,Thresh,Win,70224,7375,1,39,2,1,0,8,100
Darius,Illaoi,Kayn,Xayah,Blitzcrank,Lose,63183,71158,0,31,2,0,2,4,200
Sion,Leblanc,Belveth,Draven,Milio,Win,66211,73657,1,27,2,1,1,9,200
Gnar,Katarina,Khazix,Ezreal,Rakan,Lose,65982,73057,1,23,2,0,1,6,100
KSante,Neeko,LeeSin,Jinx,Nautilus,Win,31855,4000,0,22,1,0,0,2,100
Kled,Ahri,Elise,Kalista,Thresh,Lose,26804,30354,0,14,0,0,0,0,200
Cassiopeia,Irelia,Nidalee,Ezreal,Nautilus,Win,73529,10475,0,42,3,1,2,7,100
Ahri,Jayce,LeeSin,Aphelios,Thresh,Lose,74555,81630,1,44,0,0,0,6,200
Chogath,Leblanc,Vi,Kaisa,Nautilus,Win,65420,6050,1,30,2,1,2,7,100
Gwen,Ahri,Kindred,Aphelios,Blitzcrank,Lose,51247,56647,0,11,1,0,0,1,200
Chogath,Leblanc,Vi,Kaisa,Aphelios,Win,105163,115596,0,63,0,2,0,4,200
Gwen,Ahri,Kindred,Aphelios,Kennen,Lose,98146,111146,0,47,0,0,0,1,100
Sion,Leblanc,Ekko,Zeri,Renata,Win,62795,57113,1,25,3,2,2,10,200
Jayce,AurelionSol,Viego,Aphelios,Thresh,Lose,50788,57263,0,11,0,0,0,1,100
Jax,Ahri,MonkeyKing,Jinx,Milio,Win,44260,41906,0,22,2,0,1,5,200
KSante,Neeko,Gragas,Varus,Thresh,Lose,37106,41406,0,12,0,0,1,2,100
Quinn,TwistedFate,Amumu,Vladimir,Senna,Win,78381,20460,0,45,2,2,0,11,100
Ornn,Vex,JarvanIV,Ezreal,Blitzcrank,Lose,69575,77325,1,34,1,0,1,1,200
Aatrox,Annie,LeeSin,Seraphine,Soraka,Win,73501,63310,1,38,2,2,1,11,200
Sion,Zed,Sylas,Aphelios,Nautilus,Lose,56000,62000,0,13,1,0,0,2,100
Aatrox,Annie,LeeSin,Seraphine,Teemo,Win,94878,8235,0,55,0,1,0,4,100
Sion,Zed,Sylas,Aphelios,Warwick,Lose,84107,96307,0,47,0,0,0,1,200
Ornn,Cassiopeia,Talon,Jinx,Amumu,Win,73005,17550,0,33,2,1,1,8,100
Gwen,Ahri,Vi,Aphelios,Karma,Lose,72546,88221,1,22,2,0,1,3,200
Cassiopeia,Vex,MonkeyKing,Ezreal,Annie,Win,71098,10175,1,17,2,1,1,7,100
Jayce,Zed,Talon,Vayne,FiddleSticks,Lose,69725,79075,1,23,2,1,1,8,200
Rengar,Syndra,Shaco,Xayah,FiddleSticks,Win,61540,57286,1,23,2,1,2,8,200
Sion,Sylas,MonkeyKing,Ezreal,Yuumi,Lose,50861,56386,0,15,0,0,0,1,100
Rengar,Syndra,Shaco,Xayah,Jinx,Win,96535,100681,0,65,0,2,0,4,200
Sion,Sylas,MonkeyKing,Ezreal,Nunu,Lose,87081,96781,0,52,0,0,0,0,100
Rengar,Syndra,Shaco,Xayah,Olaf,Win,113188,15100,0,61,0,2,0,4,100
Sion,Sylas,MonkeyKing,Ezreal,Akali,Lose,112231,125531,0,54,0,1,0,2,200
Neeko,Ahri,LeeSin,Aphelios,Yuumi,Win,69632,6700,1,32,2,1,1,8,100
Yasuo,Viktor,Viego,Twitch,Karma,Lose,56995,63070,0,14,1,0,1,5,200
KSante,Ahri,Sylas,Irelia,Yuumi,Win,34010,3575,0,20,0,0,1,2,100
Tryndamere,Vex,Karthus,Aphelios,Lulu,Lose,27093,31543,0,11,1,0,0,1,200
KSante,Ahri,Sylas,Irelia,Ekko,Win,115370,14850,0,55,0,1,0,4,100
Tryndamere,Vex,Karthus,Aphelios,Orianna,Lose,99685,115005,0,40,0,0,0,1,200
Rumble,Tristana,Khazix,Jhin,Rakan,Win,81869,69889,2,43,4,1,1,8,200
Mordekaiser,Talon,Sejuani,Jinx,Blitzcrank,Lose,62489,71089,0,38,1,0,1,4,100
Rumble,Tristana,Khazix,Jhin,Zed,Win,83223,91434,0,54,0,1,0,4,200
Mordekaiser,Talon,Sejuani,Jinx,Katarina,Lose,77634,88434,0,50,0,0,0,0,100
Garen,Syndra,Khazix,Jinx,Renata,Win,41370,3450,0,14,3,0,1,3,100
DrMundo,Vladimir,Zac,Aphelios,Soraka,Lose,36732,40307,0,4,0,0,1,1,200
Ryze,Ahri,Viego,Draven,Thresh,Win,39224,38397,0,25,2,0,0,4,200
Gragas,Leblanc,Nocturne,Jinx,Braum,Lose,33197,37747,0,10,0,0,2,2,100
Zac,Yone,MonkeyKing,Ezreal,Heimerdinger,Win,58005,53872,1,22,2,1,2,6,200
Sion,Zed,Taliyah,MissFortune,Taric,Lose,46337,51312,0,12,1,0,0,0,100
Fiora,Talon,Nidalee,Xayah,Rakan,Win,49199,43075,0,45,2,1,1,10,200
Ornn,Cassiopeia,Graves,Jhin,Nautilus,Lose,35500,41875,0,16,1,0,0,0,100
Fiora,Nilah,Gragas,Lucian,Nami,Win,47611,40792,0,31,1,2,2,9,200
Zac,Talon,Sylas,Aphelios,Karma,Lose,36217,40877,0,13,1,0,0,0,100
Darius,Viktor,Nunu,Kaisa,Leona,Win,52051,43451,1,20,1,1,2,9,200
Shen,Galio,Nidalee,Xayah,Thresh,Lose,38851,43776,0,7,1,0,0,1,100
Poppy,Yone,Nidalee,Lucian,Nami,Win,34970,2775,0,15,2,0,1,2,100
Ornn,Irelia,FiddleSticks,Ezreal,Nautilus,Lose,30413,33563,0,7,0,0,0,0,200
Ornn,Talon,Nidalee,Ezreal,Zoe,Win,33230,31923,0,13,1,0,0,1,200
Zac,Ahri,LeeSin,Caitlyn,Soraka,Lose,28473,31923,0,3,1,0,1,1,100
Ornn,Talon,Nidalee,Ezreal,Twitch,Win,92460,13350,0,52,0,2,0,4,100
Zac,Ahri,LeeSin,Caitlyn,Caitlyn,Lose,84827,96727,0,41,0,0,0,1,200
KSante,Akali,Elise,Aphelios,Karma,Win,32811,34438,0,21,1,0,1,2,200
Jayce,Yasuo,Ekko,Ziggs,Shaco,Lose,29053,32703,0,8,0,0,0,0,100
KSante,Akali,Elise,Aphelios,KogMaw,Win,75082,83688,0,45,0,1,0,4,200
Jayce,Yasuo,Ekko,Ziggs,Blitzcrank,Lose,70038,77938,0,47,0,0,0,1,100
KSante,Karma,LeeSin,Aphelios,Lulu,Win,68484,59501,1,17,4,2,1,11,200
Gwen,Yasuo,Neeko,Varus,Milio,Lose,53401,58851,0,8,0,0,1,4,100
Kled,Ekko,Graves,Vayne,Lulu,Win,65207,6850,1,26,2,3,1,11,100
Kennen,Galio,Nidalee,Ezreal,Rakan,Lose,51393,57843,0,11,2,0,0,2,200
Yorick,Pantheon,Evelynn,Tristana,Thresh,Win,63298,61345,1,30,3,3,0,11,200
Rengar,Orianna,Belveth,Jinx,Morgana,Lose,54670,60145,0,22,0,0,2,5,100
Illaoi,Sylas,Rumble,Kaisa,Blitzcrank,Win,63515,7725,1,33,3,2,2,8,100
Renekton,Veigar,Elise,Ezreal,Swain,Lose,49282,54857,0,12,0,0,0,1,200
Rengar,Zed,Ekko,Jhin,Yuumi,Win,45443,44636,0,12,0,0,1,1,200
Renekton,Viktor,Shaco,KogMaw,Karma,Lose,40511,44836,0,4,2,0,1,2,100
Rengar,Zed,Ekko,Jhin,Sivir,Win,137462,143100,0,52,0,1,0,4,200
Renekton,Viktor,Shaco,KogMaw,Lillia,Lose,127950,144250,0,58,0,2,0,3,100
Veigar,Ornn,Viego,Ashe,Rakan,Win,40347,5150,0,29,1,0,1,3,100
Nasus,Nautilus,Nidalee,Jhin,Bard,Lose,35618,40618,0,21,1,0,1,1,200
Ryze,Nocturne,Khazix,Caitlyn,Milio,Win,56768,52419,1,22,3,3,2,11,200
KSante,Vex,LeeSin,Kalista,Thresh,Lose,46709,51534,0,15,1,0,0,0,100
Jax,KSante,Nidalee,Ezreal,Renata,Win,94905,94680,2,33,3,3,1,11,200
Gragas,Pantheon,LeeSin,Jinx,Thresh,Lose,84270,93170,1,27,3,0,0,2,100
Irelia,Taliyah,Nidalee,Aphelios,Alistar,Win,34436,5625,0,29,1,0,1,4,100
KSante,Sylas,Viego,Samira,Nautilus,Lose,26439,29489,0,7,0,0,0,0,200
Azir,Ahri,LeeSin,Draven,Blitzcrank,Win,61891,5125,1,25,2,3,2,11,100
Gragas,Lissandra,MonkeyKing,Jinx,Milio,Lose,48624,54334,0,17,1,0,0,2,200
Vladimir,Galio,Viego,Jinx,Thresh,Win,53183,49895,1,24,3,0,2,3,200
Kennen,Akali,LeeSin,Aphelios,Blitzcrank,Lose,43145,49070,0,16,0,0,0,2,100
MonkeyKing,Lissandra,Graves,Kaisa,Lulu,Win,90799,8625,0,39,0,2,2,6,100
Gwen,Irelia,MasterYi,Aphelios,Thresh,Lose,87856,97431,2,28,5,1,0,7,200
Maokai,Ahri,Nunu,Akshan,Lux,Win,51524,50117,0,33,3,1,2,7,200
Caitlyn,Draven,Ekko,Aphelios,Sett,Lose,43142,50692,0,14,0,0,0,2,100
Gwen,Vex,LeeSin,Jhin,Senna,Win,65129,76845,0,37,2,2,1,7,200
Yasuo,Yone,Sylas,Caitlyn,Bard,Lose,65145,72520,1,26,1,0,1,5,100
Gwen,Akali,LeeSin,Jinx,Nautilus,Win,30979,4250,0,17,1,0,1,3,100
Rumble,Yone,XinZhao,Aphelios,Milio,Lose,28373,31123,0,6,0,0,0,0,200
Kennen,Akali,Udyr,Xayah,Rell,Win,45570,5375,0,31,3,0,1,6,100
Darius,Irelia,Maokai,Kaisa,Velkoz,Lose,32994,37879,0,7,0,0,1,1,200
Illaoi,Ezreal,Diana,Lucian,Azir,Win,50488,5725,0,23,3,0,2,6,100
Warwick,XinZhao,TahmKench,Jinx,Nami,Lose,39082,45682,0,17,0,0,0,4,200
Nasus,Singed,Kindred,Aphelios,Varus,Win,34211,6000,0,21,2,1,1,7,100
Kayle,Talon,Nidalee,Ezreal,Senna,Lose,24031,27866,0,7,0,0,0,0,200
Volibear,Ahri,Vi,Jinx,Amumu,Win,33055,31298,0,18,2,0,1,1,200
Morgana,TwistedFate,JarvanIV,Jhin,Senna,Lose,27298,31398,0,6,0,0,0,0,100
Poppy,Ryze,Khazix,Sivir,Taric,Win,32072,3625,0,14,2,0,1,0,100
Tryndamere,Ahri,Elise,Aphelios,Rakan,Lose,27278,30488,0,9,0,0,0,0,200
Gangplank,Lissandra,Nocturne,Zeri,Milio,Win,53751,56754,1,22,3,1,0,7,200
Fiora,Akali,Khazix,Jinx,Thresh,Lose,50604,55304,0,24,0,0,2,6,100
Jayce,Galio,MonkeyKing,Ashe,Blitzcrank,Win,57735,57146,1,34,1,2,2,10,200
Gnar,Viktor,Rumble,Xayah,Rakan,Lose,49946,56796,0,24,2,0,0,3,100
Fiora,Vex,Rammus,Varus,Annie,Win,57144,56244,0,31,1,1,0,5,200
Jax,Corki,Graves,Ezreal,Xerath,Lose,49894,56169,0,15,1,0,2,4,100
Kayle,Akali,MasterYi,KogMaw,Milio,Win,325,500,0,0,0,0,0,0,100
Camille,Akshan,Nidalee,Xayah,Pyke,Lose,123,623,0,0,0,0,0,0,200
Kennen,Leblanc,Graves,Jinx,Alistar,Win,45736,5300,0,30,2,0,2,5,100
Kayle,Gragas,Hecarim,Kaisa,Nautilus,Lose,37299,41774,0,13,0,0,0,1,200
Kennen,Leblanc,Graves,Jinx,Lux,Win,92503,89794,0,61,0,1,0,4,200
Kayle,Gragas,Hecarim,Kaisa,Morgana,Lose,78594,88994,0,42,0,0,0,1,100
Jax,Ahri,LeeSin,Sivir,Shen,Win,42971,6000,0,35,2,2,2,11,100
Sett,Viktor,Khazix,Aphelios,Thresh,Lose,32464,37364,0,14,0,0,0,0,200
Jax,Ahri,LeeSin,Sivir,Sett,Win,123060,14200,0,59,0,2,0,4,100
Sett,Viktor,Khazix,Aphelios,Karma,Lose,120806,134556,0,58,0,0,0,1,200
Jax,Ahri,LeeSin,Sivir,Nilah,Win,98841,13200,0,52,0,2,0,4,100
Sett,Viktor,Khazix,Aphelios,Ezreal,Lose,96388,109688,0,54,0,0,0,2,200
Jax,Ahri,LeeSin,Sivir,LeeSin,Win,106939,10250,0,65,0,2,0,4,100
Sett,Viktor,Khazix,Aphelios,Sivir,Lose,90338,103538,0,48,0,0,0,0,200
Tryndamere,Leblanc,Qiyana,MissFortune,Lulu,Win,42042,5525,0,35,1,0,1,4,100
Irelia,Ahri,Khazix,Aphelios,Thresh,Lose,35117,38917,0,13,1,0,1,2,200
Kennen,Qiyana,Kindred,Ezreal,Karma,Win,69310,7300,1,31,4,2,2,10,100
Poppy,Yone,Neeko,Kaisa,Lulu,Lose,58849,64424,0,16,0,0,0,1,200
Kennen,Qiyana,Kindred,Ezreal,Viktor,Win,119337,132686,0,51,0,2,0,4,200
Poppy,Yone,Neeko,Kaisa,Swain,Lose,118086,131586,0,62,0,0,0,1,100
KSante,Ahri,Hecarim,Ezreal,Blitzcrank,Win,55614,5325,1,19,1,1,1,7,100
Vayne,Shyvana,Nidalee,Jinx,Milio,Lose,41134,45584,0,7,2,0,1,1,200
Sion,Nocturne,Elise,Aphelios,Bard,Win,48932,8200,0,36,1,1,2,9,100
MasterYi,KSante,Kindred,Ezreal,Alistar,Lose,40790,46640,0,14,2,0,0,1,200
Jayce,Leblanc,Graves,Kaisa,Leona,Win,56159,5200,0,26,3,0,1,4,100
Illaoi,Ahri,Belveth,Jhin,Xerath,Lose,48217,55517,0,13,0,0,1,1,200
Camille,KSante,Sylas,Vayne,Leona,Win,33254,3900,0,14,0,0,0,2,100
Cassiopeia,Zed,XinZhao,Ezreal,Milio,Lose,31710,34945,0,7,1,0,1,1,200
Karma,KSante,Karthus,Aphelios,Thresh,Win,60517,7100,1,35,3,1,0,6,100
MasterYi,Taliyah,Volibear,Jinx,Milio,Lose,46502,52177,0,30,0,0,2,2,200
Kalista,Akali,XinZhao,Tristana,Pyke,Win,58747,8275,1,39,3,0,2,4,100
Sion,Vladimir,Rengar,Aphelios,Thresh,Lose,51116,56341,0,18,0,0,0,1,200
Malphite,Talon,Gragas,Twitch,Blitzcrank,Win,107292,96881,1,53,3,1,0,7,200
Yone,Zed,LeeSin,KogMaw,Milio,Lose,87681,98556,1,34,2,3,2,8,100
Heimerdinger,Zed,JarvanIV,Ezreal,Karma,Win,61800,6000,1,25,1,1,2,6,100
Graves,Talon,Maokai,Aphelios,Kennen,Lose,51482,58057,0,14,2,0,0,2,200
Jax,Irelia,Sylas,Xayah,Amumu,Win,59723,5735,1,23,2,0,0,5,100
Malphite,Yasuo,Diana,Jinx,Milio,Lose,46155,51030,0,8,1,0,2,2,200
Gragas,Tristana,FiddleSticks,Aphelios,Lulu,Win,75472,76600,2,35,2,2,0,10,200
Ornn,Akshan,Neeko,KogMaw,Milio,Lose,67750,74525,0,29,2,0,2,3,100
Shen,Syndra,LeeSin,Aphelios,Milio,Win,88811,8025,2,20,3,2,0,6,100
Garen,Ahri,Nocturne,Ezreal,Karma,Lose,77950,86875,1,17,3,3,2,9,200
Akshan,Zed,Lillia,Ezreal,Senna,Win,94664,91647,2,34,4,1,1,11,200
Gragas,Leblanc,LeeSin,Draven,Karma,Lose,81697,89472,1,30,2,0,1,3,100
KSante,Vex,Elise,Xayah,Blitzcrank,Win,57550,54182,0,37,2,2,1,10,200
Gwen,Qiyana,Diana,Kaisa,Rell,Lose,47237,52537,0,21,1,0,1,1,100
Jayce,Katarina,Qiyana,Ezreal,Karma,Win,34186,4400,0,20,0,0,2,3,100
Irelia,Ahri,LeeSin,Xayah,Rakan,Lose,28954,32529,0,7,0,0,0,0,200
Zed,Zoe,Elise,Tristana,Alistar,Win,36669,36037,0,22,0,0,0,4,200
Fiora,Ahri,Poppy,Samira,Amumu,Lose,30487,34587,0,11,0,0,1,0,100
Rengar,TwistedFate,LeeSin,Aphelios,Leona,Win,97377,9825,2,36,3,5,0,11,100
Viego,Cassiopeia,Gragas,MissFortune,Rakan,Lose,95122,105172,1,29,3,0,2,4,200
Riven,Lissandra,Sylas,Xayah,Rakan,Win,67411,8925,1,43,1,2,2,11,100
Renekton,Ahri,Khazix,Ezreal,Blitzcrank,Lose,60679,66254,0,34,3,0,0,2,200
Riven,Lissandra,Sylas,Xayah,Bard,Win,102043,101082,0,69,0,2,0,4,200
Renekton,Ahri,Khazix,Ezreal,Kaisa,Lose,89532,102082,0,46,0,0,0,1,100
KSante,Annie,Sylas,Xayah,Rakan,Win,84225,91985,0,57,2,3,2,10,200
Veigar,Zoe,Lillia,Kaisa,Blitzcrank,Lose,84385,94535,0,47,2,0,0,3,100
Darius,Annie,Warwick,Tristana,Leona,Win,106968,94562,3,49,3,2,2,9,200
Fiora,Vex,Elise,Aphelios,Milio,Lose,83912,93337,0,32,2,3,0,9,100
KSante,Sylas,Graves,Kaisa,Blitzcrank,Win,75231,65833,2,40,4,1,2,9,200
Kayle,Ahri,LeeSin,Twitch,Rakan,Lose,59333,65483,0,26,0,0,0,3,100
Sion,Katarina,Belveth,Zeri,Bard,Win,79757,77728,1,31,3,2,2,10,200
Vladimir,Talon,Khazix,Sivir,Velkoz,Lose,69653,77453,0,18,1,0,0,4,100
Kennen,Neeko,LeeSin,Aphelios,Thresh,Win,67672,68662,1,30,2,1,1,8,200
Jax,Anivia,XinZhao,Tristana,Milio,Lose,61112,67712,0,19,1,0,1,5,100
Yone,Belveth,Neeko,Ezreal,Rakan,Win,56270,6850,1,33,1,1,2,8,100
Sion,Pantheon,Gragas,KogMaw,Lulu,Lose,43719,50394,0,27,1,1,0,4,200
Shen,Viktor,Kayn,Tristana,Yuumi,Win,39368,5150,0,25,2,0,0,3,100
Gwen,Fizz,Hecarim,Jinx,Neeko,Lose,29667,32792,0,7,0,0,1,0,200
Garen,Galio,Rengar,Draven,Blitzcrank,Win,77818,68996,2,41,3,1,0,9,200
Jax,Vex,Ekko,Caitlyn,Alistar,Lose,61321,69121,0,24,1,0,2,3,100
Jayce,Ahri,Nidalee,Aphelios,Thresh,Win,48294,46645,0,25,1,1,2,8,200
Chogath,Zoe,Viego,Zeri,Milio,Lose,40915,45390,0,16,1,0,0,0,100
Sion,Yone,MonkeyKing,Draven,Thresh,Win,73906,88565,0,18,1,3,0,11,200
Gragas,Zoe,Graves,Varus,Blitzcrank,Lose,80840,89940,2,33,3,3,2,8,100
Volibear,Galio,Kindred,Varus,Ashe,Win,46481,6100,0,22,2,0,2,5,100
Kennen,Tristana,Nidalee,Caitlyn,Lux,Lose,42410,48585,0,11,1,0,0,1,200
Jayce,Ahri,LeeSin,Samira,Nunu,Win,1106,500,0,2,0,0,0,0,100
Kayle,Tristana,Katarina,Zeri,Yuumi,Lose,802,1302,0,0,0,0,0,0,200
Jayce,Ahri,LeeSin,Samira,Malphite,Win,79937,11100,0,44,0,1,0,4,100
Kayle,Tristana,Katarina,Zeri,Akshan,Lose,78988,91438,0,44,0,0,0,1,200
Jax,Annie,Khazix,Lucian,Yuumi,Win,59051,7520,1,28,3,1,1,5,100
Sion,Fizz,Nidalee,Zeri,Leona,Lose,46627,52027,0,14,1,0,1,2,200
DrMundo,Neeko,Taliyah,Aphelios,Thresh,Win,66962,63543,1,31,3,1,0,7,200
Ornn,TwistedFate,Nidalee,Jinx,Nautilus,Lose,56418,61468,0,16,0,0,2,2,100
DrMundo,Neeko,Taliyah,Aphelios,Swain,Win,89588,10050,0,45,0,1,0,4,100
Ornn,TwistedFate,Nidalee,Jinx,Jayce,Lose,81636,93686,0,39,0,0,0,1,200
Teemo,KSante,Sylas,MissFortune,Belveth,Win,88784,89678,2,47,3,1,0,10,200
Rumble,Tristana,Shaco,Jinx,Nautilus,Lose,77453,84378,0,33,2,0,2,6,100
Irelia,Akshan,Maokai,Aphelios,Velkoz,Win,55818,5175,1,34,2,1,2,8,100
Fiora,Heimerdinger,LeeSin,Draven,Nautilus,Lose,40286,45436,0,18,1,0,0,1,200
Irelia,Akshan,Maokai,Aphelios,Graves,Win,117127,129199,0,67,0,1,0,4,200
Fiora,Heimerdinger,LeeSin,Draven,Orianna,Lose,111749,124949,0,65,0,2,0,3,100
Rumble,KSante,Hecarim,Kaisa,Zac,Win,52498,47935,1,27,3,0,0,4,200
Azir,Viktor,Talon,Ezreal,Renata,Lose,41600,46145,0,8,0,0,2,3,100
Riven,Zoe,Maokai,Varus,Karma,Win,72932,74686,2,41,4,1,1,8,200
Gragas,Leblanc,Vi,Ezreal,Rakan,Lose,65936,74236,0,35,0,0,1,4,100
Riven,Zoe,Maokai,Varus,Sona,Win,103532,106066,0,62,0,1,0,4,200
Gragas,Leblanc,Vi,Ezreal,Leblanc,Lose,94416,107366,0,56,0,2,0,2,100
Shen,FiddleSticks,MonkeyKing,Draven,Nami,Win,72232,7725,0,46,2,1,1,7,100
Singed,Gragas,LeeSin,Tristana,Leona,Lose,66658,76883,1,36,2,1,1,6,200
Shen,FiddleSticks,MonkeyKing,Draven,Azir,Win,94375,12300,0,69,0,1,0,4,100
Singed,Gragas,LeeSin,Tristana,Ornn,Lose,89216,100516,0,49,0,0,0,0,200
Kayle,KSante,JarvanIV,Jinx,Gragas,Win,78019,8685,1,24,1,1,1,9,100
Darius,Kled,Sylas,Caitlyn,Lux,Lose,71826,81786,1,23,3,0,1,5,200
Jayce,Vex,Neeko,Jinx,Thresh,Win,65097,7125,0,34,2,4,0,9,100
Pantheon,Leblanc,Sylas,Aphelios,Braum,Lose,69981,76081,1,33,0,0,2,5,200
Malphite,Cassiopeia,MasterYi,Lucian,Blitzcrank,Win,63856,58475,1,42,2,1,1,8,200
KSante,Ziggs,Ekko,Jhin,Xerath,Lose,50375,56875,0,18,0,0,1,1,100
Sylas,Talon,Gragas,Jinx,Thresh,Win,49314,51067,0,32,3,1,2,8,200
Sett,Malphite,Rengar,Kaisa,Blitzcrank,Lose,43617,48392,0,17,0,0,0,0,100
Illaoi,Leblanc,Vi,Varus,Pyke,Win,58641,50337,1,24,3,1,2,8,200
Yasuo,Rumble,MonkeyKing,Lucian,Milio,Lose,42612,47662,0,10,0,0,0,0,100
Yasuo,Zoe,LeeSin,Ezreal,Thresh,Win,60976,56940,1,32,3,2,2,9,200
KSante,Yone,Viego,Aphelios,Karma,Lose,46340,50965,0,12,0,0,0,2,100
Kennen,Katarina,RekSai,Xayah,Thresh,Win,69247,54937,1,45,3,1,2,8,200
Nasus,KSante,Karthus,Samira,Rakan,Lose,48662,54412,0,13,0,0,0,3,100
Varus,Katarina,Vi,Jinx,Blitzcrank,Win,72157,69019,1,45,4,1,2,10,200
Ornn,Fizz,Lucian,Ezreal,Morgana,Lose,61469,70219,0,43,1,0,0,3,100
Olaf,Tristana,Gragas,Kalista,Sona,Win,75485,86692,1,38,3,2,0,10,200
Ryze,Galio,Graves,Ezreal,Thresh,Lose,68662,77762,0,31,1,0,1,3,100
Olaf,Tristana,Gragas,Kalista,Ryze,Win,118581,120135,0,71,0,1,0,4,200
Ryze,Galio,Graves,Ezreal,Nami,Lose,106835,122135,0,56,0,0,0,1,100
Olaf,Tristana,Gragas,Kalista,Karma,Win,98613,99833,0,49,0,2,0,4,200
Ryze,Galio,Graves,Ezreal,Caitlyn,Lose,91233,104433,0,47,0,0,0,1,100
Kennen,TwistedFate,LeeSin,Varus,Milio,Win,68821,11000,0,44,3,2,0,10,100
Gragas,Vladimir,Camille,Draven,Nautilus,Lose,64162,71737,1,30,1,0,1,2,200
Renekton,Tryndamere,Nidalee,Tristana,Shaco,Win,100249,103449,2,38,4,5,1,11,200
Shen,Anivia,Khazix,Ezreal,Maokai,Lose,92774,101474,1,29,1,1,1,4,100
Urgot,Vex,Vi,Aphelios,Thresh,Win,87541,85974,1,41,4,1,1,7,200
Vladimir,Zed,LeeSin,Ezreal,Karma,Lose,77649,88059,1,39,1,0,1,6,100
Urgot,Vex,Vi,Aphelios,TahmKench,Win,99474,11350,0,42,0,1,0,4,100
Vladimir,Zed,LeeSin,Ezreal,Syndra,Lose,97536,110386,0,43,0,0,0,2,200
Yorick,Akali,Garen,Samira,Karthus,Win,60022,8925,0,32,2,2,2,10,100
Darius,Annie,Trundle,Jhin,Leona,Lose,52857,58507,0,28,1,0,0,0,200
MasterYi,Syndra,Neeko,Zeri,Rakan,Win,60502,7000,1,31,2,1,2,8,100
Fiora,Karthus,Sylas,Xayah,Taric,Lose,49771,57321,0,20,0,0,0,3,200
Poppy,Ahri,LeeSin,Tristana,Thresh,Win,55700,6525,1,33,0,1,2,8,100
Gangplank,Akshan,Elise,Ezreal,Leona,Lose,40558,45508,0,16,3,0,0,1,200
Graves,KSante,Elise,Draven,Pyke,Win,49769,45826,1,27,2,1,2,8,200
Olaf,Fizz,Ekko,Jinx,Blitzcrank,Lose,37776,42526,0,13,0,0,0,0,100
Volibear,Veigar,Khazix,Aphelios,Leona,Win,65983,57943,1,33,1,2,0,9,200
Zac,Ekko,Maokai,Jinx,Milio,Lose,49593,55368,0,18,3,0,2,2,100
Maokai,Tristana,Karthus,Xayah,Rakan,Win,37102,3775,0,16,1,0,0,1,100
Aatrox,Annie,LeeSin,Draven,Lulu,Lose,32702,35937,0,12,1,0,1,0,200
Gwen,Ahri,Kayn,Draven,Lux,Win,62553,6400,1,29,2,3,2,11,100
Yorick,Zed,Sylas,Lucian,Leona,Lose,53354,58729,0,19,1,0,0,2,200
Akshan,Velkoz,Nidalee,Ezreal,Belveth,Win,52069,45576,0,30,2,2,1,10,200
KSante,Kaisa,Graves,Jinx,Lulu,Lose,39576,44326,0,10,0,0,0,0,100
Renekton,Ahri,Elise,Zeri,Senna,Win,56186,6275,1,21,1,1,2,8,100
Jax,Zoe,Graves,Ivern,Yuumi,Lose,51285,57060,0,22,3,0,0,2,200
Kennen,Akali,Vi,Aphelios,Thresh,Win,32054,3775,0,17,1,0,1,3,100
Nasus,Talon,Nidalee,Ezreal,Braum,Lose,29693,33418,0,12,1,0,0,0,200
Poppy,Jayce,Viego,Aphelios,Thresh,Win,79972,9525,1,40,2,1,0,6,100
Rumble,Malphite,Kindred,Zeri,Maokai,Lose,76184,84809,1,49,1,1,2,7,200
Akshan,Tryndamere,Sejuani,Ziggs,Pyke,Win,86368,84701,2,34,4,3,1,11,200
Gangplank,Yone,Amumu,Aphelios,Lux,Lose,74401,84001,0,36,1,1,1,5,100
